Location,Ontario producer,LCBO convenience outlet,Authorized to sell beer,Authorized to sell wine,Authorized to sell cider,Authorized to sell spirits,Authorized to sell ready-to-drink,Accepts empties,Bottle return only,Address,City/Town,Postal code,Latitude,Longitude
All U Need,N,N,Y,Y,Y,N,Y,N,N,345 Dalhousie Street,Ottawa,K1N7G1,45.42828,-75.6905
All Way Convenience And Grocery,N,N,Y,Y,Y,N,Y,N,N,237 Gerrard Street East,Toronto,M5A2G1,43.6616486,-79.3694892
All Way Convinience Store,N,N,Y,Y,Y,N,Y,N,N,900 Queen Street East,Toronto,M4M1J3,43.66061,-79.3429
All Ways Convenience,N,N,Y,Y,Y,N,Y,N,N,3411 King Street,Vineland,L0R2C0,43.1516,-79.3937
Allan's Mercantile General Store,N,Y,Y,Y,Y,Y,Y,Y,N,337 Princess Street,Shallow Lake,N0H2K0,44.61558979,-81.0875323
Allencourt Variety & Gift,N,N,Y,Y,Y,N,Y,N,N,696 Major Mackenzie Drive East,Richmond Hill,L4C1J9,43.8761776,-79.4164107
Allen's Mini Mart,N,N,Y,Y,Y,N,Y,N,N,274 Simcoe Street,Amherstburg,N9V1M9,42.1002782,-83.1024391
Allen's Supermarket,N,Y,Y,Y,Y,Y,Y,Y,N,9580 Walker Road North,McGregor,N0R1J0,42.14685154,-82.96981907
Alley's Corner Variety,N,N,Y,Y,Y,N,Y,N,N,700 Franklin Street South,Thunder Bay,P7E1R9,48.3742,-89.2562
Alma Town Convenience,N,Y,Y,Y,Y,Y,Y,Y,N,3 Peel Street West,Alma,N0B1A0,43.72996183,-80.50229308
Alpha Convenience & Coffee Store,N,N,Y,Y,Y,N,Y,N,N,1167 Dupont Street,Toronto,M6H2A3,43.6683029,-79.4387975
Al's Corner Store,N,Y,Y,Y,Y,Y,Y,Y,N,4812 Highway 17,Arnprior,K7S3G7,45.40842985,-76.28252098
Alton Farms Estate Winery,Y,N,N,Y,Y,N,N,N,N,5547 Aberarder Line,Plympton-Wyoming,N0N1J5,43.05010132,-82.04065986
Alton Village Convenience,N,N,Y,Y,Y,N,Y,N,N,4265 Thomas Alton Boulevard,Burlington,L7M0Z4,43.4006,-79.8232
Alvento Winery,Y,N,N,Y,Y,N,N,N,N,3048 Second Avenue,Vineland Station,L0R2E0,43.17119071,-79.37617048
Always Convenience,N,N,Y,Y,Y,N,Y,N,N,581 Main Street East,Hamilton,L8M,43.25004,-79.8478
AM PM 5000 Corner Store,N,N,Y,Y,Y,N,Y,N,N,644 York Street,Cornwall,K6J4A3,45.02428,-74.7372
AM PM Convenience,N,N,Y,Y,Y,N,Y,N,N,112 Denistoun Street,Welland,L3C1V2,42.99085,-79.2564
AM/PM Convenience,N,N,Y,Y,Y,N,Y,N,N,21 Wilson Road South,Oshawa,L1H6B4,43.9016617,-78.8430642
AM2PM Express Market,N,N,Y,Y,Y,N,Y,N,N,26 Bathurst Street,Toronto,M5V0C6,43.6384245,-79.4006707
AM2PM Express Market,N,N,Y,Y,Y,N,Y,N,N,47 Abell Street,Toronto,M6J0C6,43.6419738,-79.4236532
AM2PM Express Market,N,N,Y,Y,Y,N,Y,N,N,190 Queens Quay East,Toronto,M5A0C8,43.6457099,-79.3648474
Amanda's Vineyards,Y,N,N,Y,Y,N,N,N,N,419 County Road 25,Prince Edward County,K0K2T0,44.01274167,-77.03404238
Ambassador Variety,N,N,Y,Y,Y,N,Y,N,N,1090 Felix Avenue,Windsor,N9C3L5,42.29366,-83.066
Amber Brewery,Y,N,Y,N,Y,N,N,N,N,130 Riviera Drive,Markham,L3R5M1,43.83330061,-79.33951987
Amberlea Market,N,N,Y,Y,Y,N,Y,N,N,1822 Whites Road North,Pickering,L1V4M1,43.83073,-79.1214
Amberley General Store Ltd.,N,Y,Y,Y,Y,Y,Y,Y,N,86721 Bluewater Highway,Kincardine,N2Z2X3,44.0434578,-81.71778949
Ameha's Fresh Foods,N,N,Y,Y,Y,N,Y,N,N,1500 Weber Street East,Kitchener,N2A2Y5,43.43111,-80.4373
Amen Convenience Store,N,N,Y,Y,Y,N,Y,N,N,345 Richelieu Avenue,Vanier,K1L6J7,45.43548,-75.655
Amherstview Convenience,N,N,Y,Y,Y,N,Y,N,N,4499 Bath Road,Amherstview,K7N1A6,44.21916,-76.6435
Amigo XJ Convenience,N,N,Y,Y,Y,N,Y,N,N,1151 Dundas Street West,Mississauga,M6J1X3,43.64923,-79.4211
AMO Wines,Y,N,N,Y,Y,N,N,N,N,976 York Road,Niagara-on-the-Lake,L0S 1P0,43.15937485,-79.12941641
Amsterdam Brewing Company,Y,N,Y,N,Y,N,N,N,N,245 Queens Quay West,Toronto,M5J2K9,43.63783232,-79.38488775
Amsterdam Brewing Company,Y,N,Y,N,Y,N,N,N,N,45 Esandar Drive,Toronto,M4G4C5,43.70654449,-79.35713397
Amtu Discount Convenience,N,N,Y,Y,Y,N,Y,N,N,988 Kingston Road,Toronto,M4E1S9,43.68078,-79.2864
Ancaster Brewing Company,Y,N,Y,N,Y,N,N,N,N,375 Wilson Street East,Ancaster,L9G2C1,43.22797748,-79.9762699
Anderson Craft Ales,Y,N,Y,N,Y,N,N,N,N,1030 Elias Street,London,N5W3P6,42.99833934,-81.21770543
Andrew's Convenience,N,N,Y,Y,Y,N,Y,N,N,15440 Bayview Avenue,Aurora,L4G7J1,44.0103,-79.4467
Andrews Snack Shack,N,N,Y,Y,Y,N,Y,N,N,320 Fourth Street Box 803,Rainy River,P0W1L0,48.7214993,-94.5681863
Andrews Winery,Y,N,N,Y,Y,N,N,N,N,9365 10 Sideroad,Milton,L9T2X9,43.57390558,-79.93404076
Andy Variety,N,N,Y,Y,Y,N,Y,N,N,830 Wilson Avenue,North York,M3K1E5,43.73089,-79.4671
Angela's Deli,N,N,Y,Y,Y,N,Y,N,N,1470 Centre Street,Thornhill,L4J3N1,43.8066205,-79.4736843
Angela's Deli,N,N,Y,Y,Y,N,Y,N,N,16635 Yonge Street,Newmarket,L3X1V6,44.03401097,-79.4721981
Angelo's Italian Market,N,N,Y,Y,Y,N,Y,N,N,755 Wonderland Road North,London,N6H4L1,42.9907218,-81.2944575
Angel's Convenience,N,N,Y,Y,Y,N,Y,N,N,2965 Islington Avenue,North York,M9L2K8,43.75819,-79.5699
Angel's Mini Mart,N,N,Y,Y,Y,N,Y,N,N,136 Railway Street,Cochrane,P0L1C0,49.06097,-81.027
Anish's Mart,N,N,Y,Y,Y,N,Y,N,N,2021 Ridge Road West,Oro-Medonte,L0L2L0,44.41264,-79.5825
Anker Beer Corp.,Y,N,Y,N,Y,N,N,N,N,687 Rye Street,Peterborough,K9J6X1,44.27809764,-78.34893781
Anne Street Variety,N,N,Y,Y,Y,N,Y,N,N,29 Anne Street South,Barrie,L4N2C5,44.38119,-79.7034
Annes Variety,N,N,Y,Y,Y,N,Y,N,N,68 Dunlop Street West,Barrie,L4N1A6,44.38835,-79.6926
Annie's Convenience,N,N,Y,Y,Y,N,Y,N,N,9833 Keele Street,Maple,L6A3Y5,43.85091,-79.511
Ann's Convenience & Video,N,N,Y,Y,Y,N,Y,N,N,467 St. Clair Street,Chatham,N7L3K6,42.41848,-82.2035
Ann's Tobacco Shop,N,N,Y,Y,Y,N,Y,N,N,861 Queen Street,Chatham,N7M2K6,42.38733,-82.1645
ANR Convenience,N,N,Y,Y,Y,N,Y,N,N,15 Club Golfway,North York,M3C3B1,43.71843,-79.325
Anthony's Variety,N,N,Y,Y,Y,N,Y,N,N,215 Queenston Street,St. Catharines,L2P2W9,43.16169,-79.2244
Antica Food Mart,N,N,Y,Y,Y,N,Y,N,N,360 Hullmar Drive,Toronto,M3N2X7,43.77353,-79.5233
Antipastos,N,N,Y,Y,Y,N,Y,N,N,87 Hannover Drive,St. Catharines,L2W1A4,43.1743326,-79.278672
Antrim Truck Stop,N,N,Y,Y,Y,N,Y,N,N,580 White Lake Road,Arnprior,K7S3G9,45.41854,-76.3752
Anu Convenience,N,N,Y,Y,Y,N,Y,N,N,1635 Lawrence Avenue West,North York,M6L3C9,43.70478857,-79.49194644
Anush Market,N,N,Y,Y,Y,N,Y,N,N,880 Ellesmere Road,Scarborough,M1P2W6,43.76602,-79.282
Anytime Convenience,N,N,Y,Y,Y,N,Y,N,N,649 Upper James Street,Hamilton,L9C2Y9,43.237802,-79.87707
Anytime Convenience,N,N,Y,Y,Y,N,Y,N,N,260 Main Street East,Hamilton,L8N1H7,43.2524,-79.8594
Anytime Convenience,N,N,Y,Y,Y,N,Y,N,N,511 Appleby Line,Burlington,L7L2Y1,43.36907,-79.7554
Anytime Convenience,N,N,Y,Y,Y,N,Y,N,N,5215 Yonge Street,North York,M2N5P7,43.77089,-79.413
Anytime Variety Store,N,N,Y,Y,Y,N,Y,N,N,506 Adelaide Street North,London,N6B3J2,42.9918948,-81.2328265
Anytime Variety Store,N,N,Y,Y,Y,N,Y,N,N,256 Victoria Street South,Kitchener,N2G2C2,43.446,-80.5056
Apna Food Bazaar,N,N,Y,Y,Y,N,Y,N,N,4896 Dundas Street West,Etobicoke,M9A1B5,43.64932,-79.5286
Apna Spice And Groceries,N,N,Y,Y,Y,N,Y,N,N,360 Conklin Road,Brantford,N3T0N5,43.11466,-80.2938
Apple Falls Cider Company,Y,N,N,Y,Y,N,N,N,N,1633 County Road 3,Carrying Place,K0K1L0,44.110392,-77.4699843
Apple Tree Convenience,N,N,Y,Y,Y,N,Y,N,N,409 Main Street West,Grimsby,L3M1T1,43.1959603,-79.6043891
Applebottom Orchards,Y,N,N,Y,Y,N,N,N,N,9652 Road 146,Palmerston,N0G2P0,43.8190583,-80.8046831
Applewood Farm Winery,Y,N,N,Y,Y,N,N,N,N,2055 Saintfield Road,Sunderland,L0C1H0,44.20346265,-78.96941935
Apsley Bottle Return,N,N,N,N,N,N,N,Y,Y,1934 Peterborough County Road 620,Apsley,K0L1A0,44.765697,-78.082639
Aquanova Brewing Company,Y,N,Y,N,N,N,N,N,N,67 Frid Street,Hamilton,L8P4M3,43.258213,-79.8923797
Arat Kilo Meat Shop,N,N,Y,Y,Y,N,Y,N,N,2009 Danforth Avenue,Toronto,M4C1J7,43.685128,-79.3142905
ArBru Brewing Company ,Y,N,Y,N,Y,N,N,N,N,71 Quabbin Road,Mallorytown,K0E1R0,44.48052603,-75.88749328
Archibald Orchards & Estate Winery,Y,N,N,Y,Y,N,N,N,N,6275 Liberty Street North,Bowmanville,L1C3K6,43.99609167,-78.71728278
Archie's Superette,N,N,Y,Y,Y,N,Y,N,N,333 Wellington Street,Sarnia,N7T1H4,42.9684074,-82.3986556
Arkona Food Mart,N,Y,Y,Y,Y,Y,Y,Y,N,7291 Arkona Road,Arkona,N0M1B0,43.07052772,-81.8341944
Arlington Super Variety,N,N,Y,Y,Y,N,Y,N,N,776 St. Clair Avenue West,Toronto,M6C1B6,43.68124,-79.4292
Armando Beverage,Y,N,N,Y,Y,N,N,N,N,346 Westmoreland Avenue North,Toronto,M6H3A7,43.67105609,-79.4347873
Armstrong General Store,N,Y,Y,Y,Y,Y,Y,Y,N,12 King Street,Armstrong,V0E1B0,50.30163111,-89.039655
Arner Stop,N,N,Y,Y,Y,N,Y,N,N,1958 County Road 20,Kingsville,N9Y2E6,42.0319749,-82.8233909
Around the Corner Variety,N,N,Y,Y,Y,N,Y,N,N,36 Bidwell Street,Tillsonburg,N4G3T5,42.85846,-80.7274
Arthur Variety,N,N,Y,Y,Y,N,Y,N,N,2284 Islington Avenue,Etobicoke,M9W3W8,43.71501,-79.5557
A's Home Mart,N,N,Y,Y,Y,N,Y,N,N,414 Hamilton Road,London,N5Z1R9,42.9807012,-81.2199977
Ashton Brewing Company,Y,N,Y,N,Y,N,N,N,N,113 Old Mill Road,Ashton,K0A1B0,45.15684232,-76.03338676
Asia Food City,N,N,Y,Y,Y,N,Y,N,N,38 Dean Street,Brampton,L6W1M6,43.6863423,-79.7387285
Asian Food Centre,N,N,Y,Y,Y,N,Y,N,N,340 Woodlawn Road West,Guelph,N1H7K6,43.548326,-80.2984152
Asian Food Centre,N,N,Y,Y,Y,N,Y,N,N,1075 Ceremonial Drive,Mississauga,L5R2Z4,43.6070216,-79.6774918
Asian Food World,N,N,Y,Y,Y,N,Y,N,N,639 Princess Street,Kingston,K7L1E4,44.2373544,-76.502175
Asmareeno Store,N,N,Y,Y,Y,N,Y,N,N,373A Oakwood Avenue,York,M6E2W1,43.68773,-79.4387
Astro Variety & Gifts,N,N,Y,Y,Y,N,Y,N,N,2894 Dufferin Street,North York,M6B3S6,43.70787,-79.4537
At Jayy's Cheers Convenience,N,N,Y,Y,Y,N,Y,N,N,140 The Esplanade,Toronto,M5A4P5,43.6485437,-79.3701248
At Your Convenience,N,N,Y,Y,Y,N,Y,N,N,1802 George Avenue,Windsor,N8W4L8,42.3101,-82.9782
Athens Fresh Market,N,N,Y,Y,Y,N,Y,N,N,2 Main Street East,Athens,K0E1B0,44.62621,-75.9523
Athisty's Supermarket,N,N,Y,Y,Y,N,Y,N,N,5980 Churchill Meadows Boulevard,Mississauga,L5M7M5,43.55716,-79.7563
Atikokan Newstand,N,N,Y,Y,Y,N,Y,N,N,303 Main Street West,Atikokan,P0T1C0,48.7574,-91.625
Atkinson's Convenience,N,N,Y,Y,Y,N,Y,N,N,531 Atkinson Avenue,Thornhill,L4J8L7,43.8176949,-79.4508748
Atlantis Niagara Wines Inc.,Y,N,N,Y,Y,N,N,N,N,4581 North Service Road,Beamsville,L0R1B1,43.18890386,-79.45520515
Atlas Grocery,N,N,Y,Y,Y,N,Y,N,N,130 Atlas Avenue,York,M6C3P3,43.68506,-79.4327
ATP Smoke & Variety,N,N,Y,Y,Y,N,Y,N,N,5283 Rutherford Road,Woodbridge,L4H2T2,43.81483713,-79.60687213
Au Coin Variety,N,N,Y,Y,Y,N,Y,N,N,31 Principal Street East,Verner,P0H2M0,46.41064,-80.1236
Aure Wines LP,Y,N,N,Y,Y,N,N,N,N,3749 Walker Road,Beamsville,L0R1B2,43.14015424,-79.50641816
Aurora Convenience,N,N,Y,Y,Y,N,Y,N,N,14845 Yonge Street,Aurora,L4G6H8,43.9900348,-79.4646397
Aurora Convenience,N,N,Y,Y,Y,N,Y,N,N,15461 Yonge Street,Aurora,L4G1P3,44.00535,-79.4683
Automotive Maintenance,N,N,N,N,N,N,N,Y,Y,16040 Airport Road,Caledon East,L7C1E7,43.87115416,-79.86862164
Avling Brewery and Kitchen,Y,N,Y,N,Y,N,N,N,N,1042 Queen Street East,Toronto,M4M1K4,43.66176084,-79.33807992
Avo Convenience,N,N,Y,Y,Y,N,Y,N,N,1 Glenn Hawthorne Boulevard,Mississauga,L5R0C2,43.61215,-79.6615
AVO Convenience,N,N,Y,Y,Y,N,Y,N,N,10 Earlsbridge Boulevard,Brampton,L7A3P1,43.70258,-79.829
AVO Convenience,N,N,Y,Y,Y,N,Y,N,N,170 Sandalwood Parkway East,Brampton,L6Z1Y5,43.72681,-79.7978
Avon Feed Mill,N,Y,Y,Y,Y,Y,Y,Y,N,15538 Putnam Road,Springfield,N0L2J0,42.90706885,-80.9324853
Avondale Food Store,N,N,Y,Y,Y,N,Y,N,N,424 Cedar Street,Dunnville,N1A2J3,42.9063254,-79.6179031
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,264 Ridgeway Road,Crystal Beach,L0S1B0,42.868361,-79.0585318
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,3860 Dominion Road,Ridgeway,L0S1N0,42.88517,-79.0588
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,1620 Dominion Road,Fort Erie,L2A5M4,42.88628,-78.9756
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,242 Killaly Street West,Port Colborne,L3K6A6,42.89123,-79.2607
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,189 Killaly Street East,Port Colborne,L3K1N7,42.89137,-79.2426
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,302 Main Street West,Port Colborne,L3K3V5,42.8988007,-79.2545196
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,211 Niagara Street,Dunnville,N1A2A9,42.90257,-79.6078
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,1201 Garrison Road,Fort Erie,L2A1N8,42.90436,-78.9599
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,211 George Street,Dunnville,N1A2T5,42.9071314,-79.6285858
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,145 Gilmore Road,Fort Erie,L2A2L9,42.9203396,-78.9188545
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,574 Central Avenue,Fort Erie,L2A3V3,42.9304207,-78.9186885
Avondale Food Stores,N,Y,Y,Y,Y,Y,Y,Y,N,41986 Forkes Road ,Wainfleet,L0S1V0,42.94502606,-79.37794205
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,3231 Snyder Street,Stevensville,L0S1S0,42.9630817,-79.055342
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,95 Lincoln Street,Welland,L3C7C3,42.98328,-79.2581
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,626 East Main Street,Welland,L3B3Y2,42.9938352,-79.2337457
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,256 Fitch Street,Welland,L3C4W5,42.9946984,-79.2704269
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,503 Niagara Street,Welland,L3C1L7,43.00423,-79.2535
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,456 First Avenue,Welland,L3C6A7,43.0133,-79.2597
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,953 Niagara Street,Welland,L3C1M5,43.0226757,-79.2498062
Avondale Food Stores,N,Y,Y,Y,Y,Y,Y,Y,N,786 Canboro Road,Fenwick,L0S1C0,43.02503988,-79.36058338
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,1390 Haist Street,Fonthill,L0S1E0,43.04215,-79.2955
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,8251 Willoughby Drive,Niagara Falls,L2G6X3,43.0580749,-79.0501328
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,7168 Dorchester Road,Niagara Falls,L2G5V6,43.071541,-79.109457
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,6874 Kalar Road,Niagara Falls,L2H2T3,43.07503,-79.1351
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,6175 Dunn Street,Niagara Falls,L2G2P3,43.0793,-79.0964
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,8214 Lundy's Lane,Niagara Falls,L2H1H3,43.0886018,-79.1353396
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,7637 Lundy's Lane,Niagara Falls,L2H1H1,43.08958,-79.1241
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,543 Allanburg Road,Thorold,L2V1A7,43.094,-79.2003
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,5473 Highland Avenue,Niagara Falls,L2G4W8,43.0947852,-79.1029182
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,5233 Stanley Avenue,Niagara Falls,L2E7C2,43.09822,-79.0858
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,112 Brock Street,Smithville,L0R2A0,43.09833,-79.5454
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,3969 Montrose Road,Niagara Falls,L2H3A1,43.115373,-79.1253053
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,206 Richmond Street,Thorold,L2V4L8,43.11759,-79.218
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,62 St. Davids Street West,Thorold,L2V2L5,43.129804,-79.2078748
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,6878 Riall Street,Niagara Falls,L2J1Z7,43.129836,-79.1124461
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,10 Macturnbull Drive,St. Catharines,L2S3Y5,43.1312045,-79.2692898
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,209 Glenridge Avenue,St. Catharines,L2T3J6,43.1415095,-79.2387637
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,80 Pelham Road,St. Catharines,L2S1S4,43.14164,-79.2513
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,429 Glendale Avenue,St. Catharines,L2T1C5,43.1419069,-79.202485
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,233 St. Paul Street West,St. Catharines,L2S2E3,43.1448864,-79.2595509
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,106 Rockwood Avenue,St. Catharines,L2P3P2,43.1493573,-79.20308
Avondale Food Stores,N,Y,Y,Y,Y,Y,Y,Y,N,3916 Victoria Avenue,Vineland,L0R2C0,43.15229859,-79.39340992
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,186 Westchester Cresent,St. Catharines,L2P2W2,43.1580958,-79.2283969
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,1401 York Road,Niagara-on-the-Lake,L0S1J0,43.1581418,-79.1027782
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,74 1/2 Queen Street,St. Catharines,L2R5H2,43.1589174,-79.250264
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,109 Martindale Road,St. Catharines,L2S2Y7,43.16507,-79.2683
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,5009 King Street,Beamsville,L0R1BO,43.1661048,-79.4770814
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,191 Welland Avenue,St. Catharines,L2R2P2,43.1664804,-79.2395202
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,296 Ontario Street,St. Catharines,L2R5L7,43.1678689,-79.2632651
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,115 Carlton Street,St. Catharines,L2R1R4,43.1711509,-79.2538336
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,431 Welland Avenue,St. Catharines,L2M5V2,43.1735172,-79.2199556
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,44 Facer Street,St. Catharines,L2R5H5,43.1752,-79.2263
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,198 Cushman Road,St. Catharines,L2M6T3,43.1815623,-79.1995762
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,184 Scott Street,St. Catharines,L2N1H1,43.182266,-79.2469651
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,595 Carlton Street,St. Catharines,L2M4V2,43.1875,-79.2071
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,362 Scott Street,St. Catharines,L2N1J5,43.1877453,-79.2312442
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,224 Lakeport Road,St. Catharines,L2N4R5,43.19012,-79.2544
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,359 Main Street,St. Catharines,L2R6P9,43.19095,-79.2845
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,551 Ontario Street,St. Catharines,L2N4N4,43.1912761,-79.2622357
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,461 Bunting Road,St. Catharines,L2M3Z3,43.194805,-79.211428
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,282 Linwell Road,St. Catharines,L2N6N5,43.1949054,-79.2374327
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,33 Lakeshore Road,St. Catharines,L2N7B3,43.200201,-79.2529171
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,12 Garner Road West,Ancaster,L9G3K9,43.20129,-79.983
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,644 Niagara Street,St. Catharines,L2M3R3,43.2057566,-79.2195833
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,260 Lakeshore Road,St. Catharines,L2M1R9,43.21279,-79.2236
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,570 Highway 8,Stoney Creek,L8G5G2,43.2142966,-79.7100572
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,205 Quigley Road,Hamilton,L8K5M8,43.21631,-79.7837
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,399 Greenhill Avenue,Hamilton,L8K6N5,43.2167,-79.7957
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,1501 Niagara Stone Road,Virgil,L0S1T0,43.2212,-79.1223
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,301 Fruitland Road,Stoney Creek,L8E5M1,43.2221249,-79.7014663
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,184 Highway 8,Stoney Creek,L8G1C3,43.2222067,-79.7416524
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,412 Barton Street,Stoney Creek,L8E2L3,43.22677,-79.71932
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,2327 King Street East,Hamilton,L8K1X6,43.229609,-79.7953736
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,238 Mary Street,Niagara-on-the-Lake,L0S1J0,43.25244,-79.0836
Avondale Food Stores,N,N,Y,Y,Y,N,Y,N,N,49 King Street East,Dundas,L9H1B7,43.2659899,-79.9509813
Axess Gift & Convenience,N,N,Y,Y,Y,N,Y,N,N,2727 Jane Street,North York,M3L1S3,43.7410998,-79.5130885
Ayton Food Market,N,Y,Y,Y,Y,Y,Y,Y,N,535 Louisa Street West,Ayton ,N0G1C0,44.05313908,-80.92666149
AZ Mini Mart,N,N,Y,Y,Y,N,Y,N,N,757 Lock Street,Peterborough,K9J2Z3,44.28604,-78.3145
B & B Variety,N,N,Y,Y,Y,N,Y,N,N,4572 Gatien Avenue,Hanmer,P3P1E9,46.65334,-80.9597
B & J Variety Store,N,N,Y,Y,Y,N,Y,N,N,209 Graham Street,West Lorne,N0L2P0,42.6030224,-81.6051811
B Mart,N,N,Y,Y,Y,N,Y,N,N,3894 Petrolia Line,Petrolia,N0N1R0,42.88277,-82.1689
B Mini Mart,N,N,Y,Y,Y,N,Y,N,N,92 Carden Street,Guelph,N1H3A3,43.54488,-80.247
B Town Convenience,N,N,Y,Y,Y,N,Y,N,N,23 Lakecrest Trail,Brampton,L6Z1S2,43.72383,-79.8053
B&C Variety,N,N,Y,Y,Y,N,Y,N,N,1127 Richmond Street,London,N6A3K6,43.00802,-81.2606
B&K Convenience Store,N,N,Y,Y,Y,N,Y,N,N,33149 Highway 17 East,Deep River,K0J1P0,46.09715,-77.4931
B&M Convenience,N,N,Y,Y,Y,N,Y,N,N,10385 Weston Road,Woodbridge,L4H3T4,43.855,-79.562
B&M Variety,N,N,Y,Y,Y,N,Y,N,N,23 Brentwood Road,Angus,L0M1B2,44.33035,-79.89
B&T Plaza,N,N,Y,Y,Y,N,Y,N,N,2437 Finch Avenue West,North York,M9M2E7,43.74975,-79.5498
B&T's Hopetown General Store,N,Y,Y,Y,Y,Y,Y,Y,N,5531 Highway 511,Lanark,K0G1K0,45.08285393,-76.4459686
B.B.C. Convenience,N,N,Y,Y,Y,N,Y,N,N,99 Walton Street,Port Hope,L1A1N4,43.95181,-78.2953
B.J. Variety,N,N,Y,Y,Y,N,Y,N,N,6416 Main Street,Stouffville,L4A1G3,43.97276,-79.2424
B.K. Variety,N,N,Y,Y,Y,N,Y,N,N,1174 Morningside Avenue,Scarborough,M1B3A4,43.80125,-79.2003
B-A Grocery and Variety,N,N,Y,Y,Y,N,Y,N,N,140 Sackville Street,Toronto,M5A3E7,43.65744,-79.3622
Babbar Convenience and Food,N,N,Y,Y,Y,N,Y,N,N,5284 Ferry Street,Niagara Falls,L2G1R5,43.089,-79.081321
